,MODEL_STANDARD_NAME,CATE_NAME,PREDICT
7503,进口沃尔沃volvos60t63.0tat智尊版(201103),瑞典沃尔沃s60,沃尔沃vol
7506,迷你minicooper1.5tat两厢excitement版(201404),mini cooper,nicooper
7507,迷你minicoopers2.0tat两厢excitement版(201404),mini cooper,nicoopers
7508,迷你minijcwcoopers2.0tat两厢(201604),mini jcw,迷你iw
7512,保时捷porschecayenne3.0tat四驱(201006),保时捷凯宴cayenne,保时捷por
7513,保时捷porschecayenneturbo4.8tat高配型(200703),保时捷凯宴cayenne,保时捷o
7516,东风雪铁龙天逸c5aircrossdc6456txab161.6tat舒适型(201709),天逸c5 aircross,天逸c5air
7517,东风雪铁龙天逸c5aircrossdc6456txab161.6tat豪华型(201709),天逸c5 aircross,天逸c5ai
7526,保时捷porschecayennes3.6tat(201411),保时捷凯宴cayenne,保时捷prh
7615,进口奥迪audia730fsi2.5lcvt时尚型(201402),德国奥迪a7,奥aud
7616,进口奥迪audia735tfsi1.8t双离合时尚型(201602),德国奥迪a7,audia
7649,进口宝马bmwm3f80lci3.0t双离合三厢竞速限量版(201606),德国宝马m3,宝马
7666,进口奥迪audittcoupequattro3.2lat(200609),德国奥迪tt,audittcou
7689,迷你minicooperscabrio2.0tat加勒比蓝限量版(201602),mini cabrio,你nicoop
7690,迷你minicoopercountryman1.5tat基本版(201702),mini countryman,icop
7691,迷你minicoopercountryman1.5tat四驱基本版(201702),mini countryman,ncoope
7692,迷你minicoopercountryman1.5tat四驱旅行家版(201702),mini countryman,ncooe
7693,迷你minicoopercountryman1.5tat四驱探险家版(201702),mini countryman,icooe
7694,迷你minicooperscountryman2.0tat四驱基本版(201702),mini countryman,icoe
7699,进口宝马bmw7系f02730li3.0lat三厢领先型(200908),德国宝马7系,宝马7系
7700,进口宝马bmw7系f02730li3.0lat三厢豪华型(200908),德国宝马7系,宝马w7系
7716,迷你minicoopercountryman1.6tat四驱parklane版(201606),mini countryman,icoo
7717,迷你minicooperscountryman1.6tat四驱parklane版(201606),mini countryman,ioo
7718,迷你minicooperspaceman1.6tat四驱运动版(201308),mini paceman,ncooe
7719,迷你minicooperpaceman1.6tat四驱基本版(201308),mini paceman,ncooer
7720,迷你minicooperpaceman1.6lat基本版(201408),mini paceman,你noopr
7721,进口宝马bmw7系g12m760li6.6tat三厢xdrive(201611),德国宝马7系,宝马mw7系
7735,迷你minicoopersclubman2.0tat两厢(201604),mini clubman,inicoop
7739,进口宝马bmwx3e83lci2.5si2.5latxdrive豪华型(200902),德国宝马x3,宝马bmw
7742,东风风神风神ax4dfm7161f3a1.6l双离合潮尚型天窗版(201801),东风风神ax4,风神ax4
7746,迷你minicoopercabrio1.6lat基本版(200705),mini cabrio,coop
7747,进口沃尔沃volvoxc602.0t双离合个性运动版(201009),瑞典沃尔沃xc60,沃尔沃volv
7755,广汽新能源传祺ga3sphevgac7150cheva51.5le-cvt无级变速精英版(201704),传祺ga3s新能源,传祺ga3
7759,进口宝马bmwx6e7135i3.0tatxdrive(201205),德国宝马x6,宝马bw
7785,迷你minicoopersclubman2.0tat两厢鉴赏家(201604),mini clubman,迷你iicoope
7786,迷你minijcwclubman2.0tat两厢(201704),mini jcw,迷你miicw
7787,迷你minijcwclubman2.0tat两厢极客版(201704),mini jcw,迷inicw
7789,迷你minicooperscountryman2.0tat四驱探险家版(201702),mini countryman,cop
7790,迷你minicooperscountryman2.0tat四驱旅行家版(201702),mini countryman,coe
7791,迷你minicoopercountryman1.5tat四驱非常假日版英伦绿(201712),mini countryman,iicoopr
7793,迷你minijcwcountryman2.0tat四驱(201708),mini jcw countryman,jw
7794,迷你minijcwcountryman2.0tat四驱旅行家版(201708),mini jcw countryman,iwo
7798,进口大众蔚揽b8magotanva380tsi2.0t双离合旅行四驱拓行版(201702),蔚揽magotan b8,蔚揽b8a
7799,迷你minicooper1.6lat两厢基本版(2002),mini cooper,你nicooper
7800,迷你minicooperclubman1.6lat两厢excitement版(200709),mini clubman,icoop
7803,迷你minicooper1.6lat两厢fun版(201010),mini cooper,inicooper
7805,迷你minicooper1.6lat两厢fun版(200705),mini cooper,迷你nicooper
7807,迷你minicooperscabrio1.6tat运动版(200903),mini cabrio,ncop
7808,迷你minicoopercountryman1.6tat四驱excitement装备控版(201606),mini countryman,coo
7810,迷你minicooperscountryman1.6tat四驱装备控运动版(201606),mini countryman,nco
7811,进口现代格越grandsantafe3.0lat7座四驱旗舰版(201611),格锐/格越,格越grandsan
7812,进口现代胜达santafe2.2tat四驱尊享版7座(201308),胜达santa fe,胜达santafe
7814,保时捷porschepanamera4executive3.0t双离合(201407),保时捷帕纳美拉panamera,保时捷pr
7815,进口雷诺风景grandscenic2.0lcvt5座舒适版(201110),风景scenic,风景grands
7818,进口现代格锐grandsantafe2.0tat7座两驱旗舰版(201508),格锐/格越,格锐grandsanta
7819,保时捷porscheporsche918spyderweissachpackage4.6l双离合(301310),保时捷918,保时捷r
7823,进口现代劳恩斯rohenscoupe2.0tmt酷动版(201206),劳恩斯coupe,劳恩斯rohensc
7824,进口现代劳恩斯rohenscoupe2.0tatbrembo版(201206),劳恩斯coupe,劳恩斯rohenso
7830,迷你minicooperspaceman1.6tat四驱运动版(201408),mini paceman,icoop
7831,迷你minicooperclubman1.6tat两厢fun版(201205),mini clubman,icooe
7832,进口梅赛德斯-奔驰amggtc1904.0t双离合硬顶(201708),奔驰amg gt,奔驰amg
7833,迷你minicoopers2.0tat两厢表现派三门版(201604),mini cooper,迷你inicooprs
7834,迷你minicoopers2.0tat两厢三门版(201604),mini cooper,你inicoopers
7840,进口雪铁龙雪铁龙citroenc52.0lat标配版(2005),标致雪铁龙c5,citro
7857,进口雪铁龙雪铁龙citroenc63.0lat豪华版(200701),标致雪铁龙c6,citroe
7858,进口沃尔沃volvov60t63.0tat两厢r-design个性运动版(201204),瑞典沃尔沃v60,沃尔沃vol
7862,进口丰田普拉多pradogrj120l4.0latvx豪华型(2003),日本丰田普拉多,普拉多prado
7880,进口宝马bmw3系f30328i2.0tat三厢运动设计套装(201310),德国宝马3系,马bmw3系
7881,进口梅赛德斯-奔驰迈巴赫s级benzs5004.0tat(201508),奔驰s级,迈巴赫s级
7887,阿尔法·罗密欧giulia200hp2.0tat精英版(201703),阿尔法罗密欧giulia,阿尔法·罗密欧
7892,进口宝马bmwi81.5tat硬顶标准型(201409),德国宝马i8,宝马
7901,迷你minicooperclubman1.5tat两厢极客版(201511),mini clubman,iicooe
7902,北汽幻速幻速h6bj6490dmv1z1.5lmt标准型(201611),北汽幻速h6,幻速h6
7919,保时捷porschemacan2.0t双离合(201505),保时捷迈凯macan,保时捷por
7923,进口大众帕萨特passatb6magotan3.2l双离合尊贵版(200703),迈腾magotan,帕萨特passatb
7924,迷你minicoopercabrio1.5tat加勒比蓝限量版(201602),mini cabrio,icoo
7925,迷你minicooperscabrio2.0tat基本版(201602),mini cabrio,icoop
7930,郑州宇通12米纯电动城市客车zk6125bevg1,郑州宇通12米城市客车,郑州宇通12米城市客车
7931,郑州宇通12米纯电动城市客车zk6126ega9,郑州宇通12米城市客车,郑州宇通12米动城市客车
7938,进口宝马bmw3系e92lcim34.0l双离合三厢硬顶25周年珍藏版(201001),德国宝马m3,宝马bmw3系
7940,保时捷porscheboxsters3.4lmt(200903),保时捷博斯特boxster,保时捷or
7941,保时捷porscheboxsterspyder3.4l双离合(201004),保时捷博斯特boxster,保时捷o
7953,进口现代格锐grandsantafe2.2tat7座四驱旗舰版(201307),格锐/格越,格锐grandsant
7960,迷你minicooperpaceman1.6tat四驱基本版(201408),mini paceman,cop
7980,名爵锐行(mggt)csa7143admr1.4tmt贺岁版(201612),锐腾,锐行(mggt)
7982,进口宝马bmwx6e7135i3.0tatxdrive美规版(2011),德国宝马x6,宝马bmw
7983,进口宝马bmwx6e7150i4.4tatxdrive(200901),德国宝马x6,宝马w
7988,进口宝马bmwx3e83lci2.5si2.5lat领先型(200612),德国宝马x3,宝马b
8008,迷你minicooperroadster1.6lat基本版(201202),mini roadster,op
8009,迷你minicoopersroadster1.6tat运动版(201202),mini roadster,ioo
8014,进口沃尔沃volvoc702.4iat(200812),瑞典沃尔沃c70,沃尔沃vol
8016,进口别克昂科雷enclave3.6lat旗舰版(201304),美国通用别克昂科雷,昂科雷encla
8019,进口别克昂科雷enclave3.6lat精英版cxl1(200811),美国通用别克昂科雷,昂科雷encl
8027,迷你minicoopercountryman1.6latfun版(201408),mini countryman,oop
8029,进口梅赛德斯-奔驰amggtsc1904.0t双离合硬顶(201505),奔驰amg gt,奔驰amggt
8055,进口沃尔沃volvov40t52.0tat两厢智尊版(201304),瑞典沃尔沃v40,沃尔沃vol
8060,进口沃尔沃v60volvov60t42.0tat两厢智尚版(201512),瑞典沃尔沃v60,沃尔沃v60
8073,郑州宇通12米混合动力电动城市客车zk6126phevgqda,郑州宇通12米城市客车,郑州宇通12米动动城市客车
8077,进口路虎揽胜星脉rangerovervelar3.0tatp380首发限量版(201709),揽胜星脉range rover velar,揽胜星脉
8096,迷你minicooperclubman1.5tat两厢鉴赏家版(201511),mini clubman,你ncoope
8097,迷你minicooperclubman1.5tat两厢网络限量版(201607),mini clubman,nicoop
8100,进口现代格锐grandsantafe2.0tat7座两驱豪华版(201508),格锐/格越,格锐grandsana
8110,迷你minicoopercabrio1.5tat自由派(201708),mini cabrio,你ncoope
8111,迷你minicooperscabrio2.0tat自由派(201708),mini cabrio,nicoop
8112,迷你minicooperclubman1.6lat两厢hampton版(201106),mini clubman,icoope
8120,进口吉普牧马人wranglerrubicon3.8lat两驱两门版(201011),指南者,牧马人
8124,进口起亚起亚kiak52.0lathybrid(201308),起亚kia k5,起亚kiak5
8163,进口斯柯达速尊superbderivative2.0t双离合两厢lk限量版(201402),速尊superb derivative,速尊super
8165,迷你minicooperpaceman1.6lat基本版(201308),mini paceman,ncoopr
8166,迷你minijcwpaceman1.6tat四驱(201306),mini jcw paceman,迷你inijcwp
8167,迷你minijcwpaceman1.6tat四驱(201408),mini jcw paceman,iijcwpa
8175,进口路虎揽胜rangerover5.0sat巅峰创世加长版(201404),揽胜range rover,揽胜rangerovr
8193,保时捷porschemacanturbo3.6t双离合(201505),保时捷迈凯macan,保时捷r
8195,迷你minicoopercabrio1.5tat基本版(201602),mini cabrio,ncoop
8211,迷你minijcwcoopers1.6tat两厢(201306),mini jcw,nic
8212,海马海马s5青春版hma7160ga4w1.6lmt尊贵型(201703),海马s5 young,海马s5
8219,郑州宇通14米公路客车zk6147hw卧铺,郑州宇通13米公路客车,郑州宇通14米公路客车
8247,迷你minicooperclubman1.6lat两厢fun版(200709),mini clubman,nicoopr
8254,迷你minicoopers2.0tat两厢五门版(201604),mini cooper,你inicoopes
8255,进口大众尚酷sciroccogts1.4tsi双离合两厢竞速版(201305),夏朗sharan,尚酷scirocco
8266,迷你minione+1.2tat两厢(201404),mini cooper,你inione+
8284,迷你minijcwcoopers2.0tat两厢(201504),mini jcw,你niw
8289,迷你minijcwcoupe1.6tat运动版(201306),mini jcw coupe,iijw
8323,进口马自达mazdam52.0mt舒适型(201101),日本普力马/马自达5,马自达mazdam5
8331,迷你minicoopers1.6tat两厢goodwood版(201207),mini cooper,你inicoope
8343,进口别克昂科雷enclave3.6lat精英版(200909),美国通用别克昂科雷,昂科雷enca
8351,东风悦达起亚起亚kxcrossyqz7145ce51.4lmt两厢gls(201708),东风悦达起亚kx cross,东风悦达起亚起亚kx
8352,保时捷porschecaymans3.4l双离合(201310),保时捷凯门cayman,保时捷or
8364,迷你minicoopersclubman2.0tat两厢极客版(201604),mini clubman,micoo
8371,迷你minicooperscountryman1.6tat四驱运动版(201102),mini countryman,coop
8398,特斯拉models85d纯电动轿车(201410),model s,特斯拉mod
8399,特斯拉modelx100d纯电动轿车(201701),model x,特斯拉mode
8414,进口讴歌讴歌acurailx1.5lcvthybrid(201211),讴歌ilx,讴歌acurailx
8436,特斯拉models70纯电动轿车(201507),model s,特斯拉mode
8440,特斯拉models90d纯电动轿车(201507),model s,特斯拉model9
8449,保时捷porschecayman2.7l双离合(201301),保时捷凯门cayman,保时捷pr
8476,上汽通用五菱之光vlzw6418bty1.2lmt基本型(201612),五菱之光/五菱扬光,之光
8492,迷你minionecountryman1.6lat基本版(201408),mini countryman,oe
8493,迷你minicoopercountryman1.6tat四驱fun版(201408),mini countryman,coope
8496,进口雷诺大风景grandscenic2.0lcvt7座豪华导航版(201110),风景scenic,大风景
8505,江淮iev6shfc7001eaev纯电动智享版(201604),江淮电动,江淮iev6s
8511,迷你minicooperclubman1.6lat两厢fun版(201010),mini clubman,nicoope
8512,迷你minicooperclubmans1.6tat两厢运动版(201010),mini clubman,inicoope
8513,迷你minicooperclubmans1.6tat两厢hampton版(201106),mini clubman,icop
8520,迷你minicoopercountryman1.6tat四驱excitement版(201308),mini countryman,copr
8522,迷你minicoopercountryman1.6tat四驱excitement版(201408),mini countryman,iooe
8550,保时捷porschepanamera43.6l双离合(201009),保时捷帕纳美拉panamera,保时捷pos
8569,进口马自达mazdaatenza2.0at基本型(201306),日本马自达m6,马自达mazdaatenza
8570,猎豹cs9lba6431babev固定齿比精英版(201712),猎豹cs9新能源,猎豹cs9
8573,迷你minicooperclubman1.5tat两厢(201511),mini clubman,nicooper
8580,长安长安cs15sc7004cabev纯电动350e(201710),长安cs15 ev,长安cs15
8587,进口现代格越grandsantafe3.0lat7座四驱豪华版(201611),格锐/格越,格越grandsa
8606,郑州宇通12米混合动力电动城市客车zk6126chevg2,郑州宇通12米城市客车,郑州宇通12米动力动市客车
8610,郑州宇通12米混合动力电动城市客车zk6126hgz,郑州宇通12米城市客车,郑州宇通12米动客车
8611,郑州宇通12米混合动力电动城市客车zk6126mgqa9,郑州宇通12米城市客车,郑州宇通12米动城客车
8612,郑州宇通12米混合动力电动城市客车zk6126mgqb9,郑州宇通12米城市客车,郑州宇通12米动动市客车
8621,迷你minijcwcoopers2.0tat两厢先锋派(201604),mini jcw,iijw
8622,迷你minicooper1.5tat两厢冰蓝色限量版三门版(201712),mini cooper,迷你minicooper
8623,进口大众帕萨特passatr36b63.6l双离合(200903),迈腾magotan,帕萨特passatr
8625,迷你minijcwclubman1.6tat两厢(201306),mini jcw clubman,迷你minic
8626,迷你minicoopercountryman1.6latfun版(201102),mini countryman,icoop
8627,迷你minicoopercountryman1.6latexcitement版(201105),mini countryman,ooe
8641,进口宝马bmwx3e83lci3.0si3.0latxdrive探索版(200911),德国宝马x3,宝马mw
8654,迷你minicoopercountryman1.5tat四驱非常假日版辣椒红(201712),mini countryman,nicooe
8655,进口大众蔚揽b8magotanv380tsi2.0t双离合旅行两驱r-line(201702),蔚揽magotan b8,蔚揽b8o
8675,进口讴歌讴歌acurardx3.0lat精英版(201306),讴歌rdx,讴歌acurardx
8693,保时捷porscheporsche918spyder4.6l双离合(301310),保时捷918,保时捷o
8734,进口讴歌讴歌acuratlx2.4lat精英版(201411),讴歌tlx,讴歌acuratlx
8746,迷你minicooperclubmans1.6tat两厢运动版(200709),mini clubman,iicoope
8751,进口沃尔沃volvov60t52.0tat两厢智雅版(201404),瑞典沃尔沃v60,沃尔沃vov
8761,进口宝马bmwx6e7135i3.0tatxdrive(200809),德国宝马x6,宝马b
8772,进口英菲尼迪英菲尼迪infinitiqx302.0tat运动版(201611),英菲尼迪qx系列,英菲尼迪infinit
8779,特斯拉models60d纯电动轿车(201502),model s,特斯拉model
8780,进口宝马bmwi3纯电动两厢豪华型(201609),德国宝马i3,宝马
8866,进口沃尔沃沃尔沃volvoxc902.0tatt8智尊版(201609),瑞典沃尔沃xc90,沃沃尔沃volvo
8875,长安马自达2cam7131m11.3lmt三厢炫动款标准型(201209),长安马自达劲翔,长安马自达2
8931,知豆sma7001bev13纯电动两厢标准型(201506),知豆2,知豆
8974,进口宝马bmwi3纯电动两厢豪华型(201409),德国宝马i3,进宝马
8982,特斯拉modelx90d纯电动(201602),model x,特斯拉model
8984,知豆d2jl7001bev46纯电动两厢智享版(201703),知豆2,知豆d2
8995,奇瑞奇瑞qq3evsqr7000eas11纯电动两厢基本i型(2012),奇瑞qq3 ev,奇瑞qq3
9221,北京现代bh7166tav轿车,领动,现代
9242,江铃陆风风尚jx6441lb1.6lmt精致版7座(201103),陆风x7,风尚
9246,进口马自达mazdacx-32.0lat尊贵型(201711),日本马自达cx-3,马自达mazdacx-
9314,奇瑞瑞虎5sqr6450t21t52.0lcvt家尊版(201311),瑞虎7,瑞虎5
9326,进口大众凯路威caravelle2.0t双离合两驱舒适版9座(201605),大众transporter,凯路威caravelle
9329,解放j4(p)ca5220ccqpk2l6t3e4a80畜禽运输车,解放j4(p1),解放j4(p)
9330,解放j4(p1)ca1072p10k28l4载货汽车,解放j4(p),解放j4(p1)
9331,解放j5k(p9)骏威ca1123p9k2l4e载货汽车,解放j4(p1),解放j5k(p9)骏威
9365,庆铃(五十铃)n系列轻型商用车nkr77pllwcja载货汽车,庆铃n系列商用车,庆铃()n系列车
9386,进口奥迪audir85.2l双离合performance(201607),德国奥迪r8,audir8
9392,进口奥迪audirs6avant旅行4.0tat(201607),德国奥迪rs6,audirs6
9409,进口标致标致peugeot206cc1.6lat(2003),标致206cc,标致peugeot
9411,进口奥迪audia52.0tfsicabriolet2.0tcvt(201005),德国奥迪a5,audia5
9425,奇瑞瑞麒2sqr6400s221.3lmt标准型(200707),优雅(瑞麒2),瑞麒2
9433,进口宝马bmw2系220i1.5t双离合领先版(201806),华晨宝马2系,宝马
9453,进口三菱帕帕杰罗劲畅pajero3.0lat四驱豪华运动版(201109),帕杰罗pajero,帕帕杰罗劲畅pajero
9463,进口宝马bmw4系f82m43.0t双离合三厢硬顶敞篷(201408),德国宝马m4,宝马bmw4系
9464,林肯大陆continental3.0tat三厢四驱尊耀版(201803),美国福特林肯大陆,林大陆continental
9465,保时捷博克斯特boxster7182.0t双离合软顶敞篷s(201805),保时捷博斯特boxster,保时捷博克斯特box
9470,进口奥迪audia4allroadquattro2.0t双离合旅行45tfsi时尚版(201612),德国奥迪a4,audia4al
9483,江淮瑞风hfc6480k1f1.9tmt,星锐,江淮瑞风
9490,捷豹jaguarxf级3.0tat旅行四驱sportbrakes高性能版(201711),捷豹xf级,捷豹aguarxf级
9491,捷豹jaguarxf级2.0tat旅行四驱sportbrake风华版(201711),捷豹xf级,捷豹guarxf级
9499,跃进nj1043系列nj1043deii货车,nj1043/1062系列,nj1043系列
9502,进口宝马bmw6系f06m64.4t双离合三厢马年限量版(201401),德国宝马m6,宝马bw6系
9504,长安谛艾仕ds7cap6460kad51.6tat运动版(201808),谛艾仕ds 7,长安谛艾仕ds7
9525,众泰众泰t600coupejnj6460q1btk1.8t双离合豪华型(201706),众泰t600 coupe,众泰t600coupe
9543,江铃驭胜jx5033xgctb4工程车,江铃驭胜s350,江铃驭胜
9549,东风日产颐达dfl7160bb1.6lat豪华型(200711),东风日产阳光,东风日产颐达
9582,进口奥迪audis44.2lmt四驱(2003),德国奥迪s4,audis4
9592,进口奥迪audia540tfsicabriolet2.0tcvt(201212),德国奥迪a5,audia
9595,进口奥迪audis74.0tfsiquattro4.0t双离合(201303),德国奥迪s7,audis7
9600,名爵hscsa6463ndar2.0t双离合四驱trophy荷尔蒙燃情版(201809),名爵mg hs,名爵
9616,南京依维柯得意nj1046lgsab双排座载货车,得意货车,得意
9620,一汽红旗红旗h7ca7201a2.0tat60周年纪念版(201808),一汽红旗h7,一汽旗红旗h7
9631,东风日产天籁dfl7204vak12.0lcvt基本版(201311),东风日产奇骏,东风日产天籁
9632,奥迪audis43.0tfsilimousineat三厢(201806),德国奥迪s4,奥迪audis4
9645,江铃驭胜jx5032xgctb4工程车,江铃轻卡,江铃驭胜
9649,上汽大众帕萨特b5svw7183dji1.8tat豪华天窗型(2003),桑塔纳,帕萨特
9659,庆铃(五十铃)t系列皮卡tfs55hdl四驱轻型汽车,庆铃t系列皮卡,铃(五)t系列皮卡
9663,庆铃(五十铃)t系列皮卡tfs17hdlmd两驱轻型汽车,庆铃t系列皮卡,铃()t系列皮卡
9668,汉腾汉腾x7phevgxq6470phev11.8t双离合智尚版(201808),汉腾x7 phev,汉腾x7
9674,一汽红旗红旗h7ca7301a3.0lat豪华型(201709),一汽红旗h7,一汽红旗红旗h7
9675,一汽红旗红旗h7ca7301a3.0lat尊贵型(201709),一汽红旗h7,汽红旗红旗h7
9677,一汽红旗红旗h7ca7201a2.0tat豪华型(201305),一汽红旗h7,汽旗红旗h7
9694,荣威荣威marvelxcsa6461fbev1纯电动后驱版(201808),荣威marvel x,荣威marvelx
9704,知豆d3jl7001bev47纯电动两厢圣豆士版(201711),知豆3,知豆d3
9710,众泰众泰t600coupezta6460q3at1.5tat尊享型(201706),众泰t600 coupe,众泰t600coup
9731,进口沃尔沃volvov902.0tat旅行t5crosscountryvor年度限量版(201804),瑞典沃尔沃v90,沃尔沃vol
9733,荣威荣威rx5csa6456bev2纯电动互联至尊版(201706),荣威erx5,荣威rx5
9737,昌河ch1011de载货汽车,昌河微型货车,昌河
9748,东风悦达起亚东风悦达起亚起亚kx5yqz6460te61.6tat两驱豪华版(201903),东风悦达起亚kx5,东风悦达起亚东风悦达起亚起亚kx5
9752,雷克萨斯lc系lexuslc500h3.5lcvt硬顶运动版(201801),雷克萨斯lc系列,雷克萨斯lc系
9754,雷克萨斯ls系lexusls500h3.5lcvt三厢豪华版(201801),雷克萨斯is系,雷克萨斯ls系
9755,迷你minioneplus1.5t双离合两厢三门版(201805),mini cooper,minonep
9756,迷你minione1.5t双离合两厢五门版(201805),mini cooper,迷你inione
9762,进口凯迪拉克cadillaccts2.8lat精英运动天窗版(200811),美国通用凯迪拉克cts,拉克cadillacct
9776,长安马自达马自达cx-5cam6461fr2.5lat四驱云控版旗舰型(201901),长安马自达cx-5,长安马自达马自达cx-5
9785,林肯lincolnmkc2.0tat两驱尊雅版(201410),林肯mkc,林肯lincolnmk
9795,进口奥迪audirs32.5tlimousine双离合(201709),德国奥迪rs3,audirs3
9818,吉利英伦c5jl7151l121.5lmt两厢精英型(201504),美日,英伦c5
9833,上汽大众桑塔纳志俊svw7182pqi1.8lmt双燃料(200801),帕萨特,桑塔纳
9838,名爵mghscsa6463ndmn1.5tmt两驱荷尔蒙劲取版(201809),名爵mg hs,爵ghs
9839,名爵hscsa6463ndan1.5t双离合两驱荷尔蒙激情版(201809),名爵mg hs,名爵h
9842,名爵hscsa6463ndap2.0t双离合两驱trophy荷尔蒙超燃版(201809),名爵mg hs,爵
9860,上汽通用五菱征程lzw6510tf1.8lmt舒适型7座(201412),五菱之光/五菱扬光,征程
9894,庆铃(五十铃)f系列重型商用车fvr34g载货汽车,庆铃f系列商用,庆铃(五十铃)f系列
9895,庆铃(五十铃)f系列重型商用车fvr34j2载货汽车,庆铃f系列商用,庆铃(五铃)f系列
9922,进口宝马bmwx5e70m4.4tat(201306),德国宝马x5 m,宝马bmwx5
9923,欧蓝德bj6450m4a2.4at4x4,北京三菱欧蓝德,欧蓝德
9943,长城长城c30cc7000ce04bev纯电动升级悦享版(201804),长城c30ev,长城c30
9950,亚星奔驰10米公路客车ybl6101hcj47座,亚星10米公路客车,奔驰10米公路客车
9972,长安马自达马自达cx-8cam6500b62.5lat两驱尊贵版(201812),长安马自达cx-8,长安马自达马自达cx-8
9992,中国重汽豪泺(howo)zz5167jsqh501gd1随车起重运输车,重汽斯太尔王,豪泺(howo)
9997,进口宝马bmw2系225i2.0tat硬顶m运动版(201710),德国宝马2系,宝马w
10031,长安杰勋sc64422.0mt标准型(200704),长安奔奔,长安杰勋
10056,进口福特野马saleenmustang2.3tat软顶敞篷豪华运动型(201512),美国福特野马,野马saleenm
10084,北汽幻速幻速h5bj6480jkw6z1.3tcvt舒适型(201806),北汽幻速h5,幻速h5
10085,一汽红旗红旗h5ca7188ate5tg11.8tat智联享动60周年纪念版(201808),一汽红旗h5,红旗h5
10090,进口宝马bmw5系f10535i3.0tat三厢领先运动型(201211),德国宝马5系,宝马bw5系
10105,东风日产蓝鸟dfl7161manh11.6lcvt时尚版(201510),东风日产阳光,东风日产蓝鸟
10151,昌河铃木北斗星ch71101.1lmt进口发动机标准型(200204),利亚纳,北斗星
10179,东风雪铁龙天逸c5aircrossdc6456txab181.8tat进享型(201810),天逸c5 aircross,天逸c5ar
10182,进口宝马bmw5系f10m54.4t双离合三厢(201311),德国宝马m5,宝马bmw5系
10191,进口奥迪audis85.2lat(2007),德国奥迪s8,奥迪audis8
10193,进口宝马bmwx6f86m4.4tat(201504),德国宝马x6 m,宝马
10312,进口宝马bmwx5e703.0si3.0lat豪华型(2008),德国宝马x5,宝马bmw5
10354,保时捷帕纳美拉panamera42.9t双离合掀背e-hybridsportturismo(201703),保时捷帕纳美拉panamera新能源,保时捷帕纳美拉panamera
10358,一汽奥迪q5fv6461hcqbg2.0tat动感型plus(201603),一汽奥迪a6l,一汽奥迪q5
10370,进口奥迪audis64.0tfsiquattro4.0t双离合(201708),德国奥迪s6,audis6
10396,华晨中华中华v7sy6470s6sq1bd1.6tmt豪华型(201806),远景suv,中华v7
10402,一汽大众捷达fv7160bbmbc1.6lmt三厢双燃料版,一汽大众宝来,一汽大众捷达
10444,北汽威旺威旺m20bj6441l4sb1.5lmt舒适型(201509),威旺m30,威旺m20
10523,北汽幻速幻速s3lbj6451bkv1z11.5lmt尊享型(201609),北汽幻速s3l,幻速s3l
10531,东风标致标致408dc7203lscm2.0lmt豪华版(201210),标致308,标致408
10536,进口奥迪audia740tfsi2.0t双离合进取型(201708),德国奥迪a7,aud
10537,进口奥迪audia740tfsiquattro2.0t双离合技术型(201708),德国奥迪a7,奥au
10538,进口奥迪audirs74.0tsportback4.0tat(201509),德国奥迪rs7,audirs7
10539,进口奥迪auditt2.0tfsiroadster2.0t双离合(200811),德国奥迪tt,auditt
10544,江淮瑞风s5hfc7152etv1.5t双离合都市型(201703),江淮瑞风m5,江淮瑞风s5
10558,领克领克02mr7153c041.5t双离合两驱耀pro版(201806),领克03,领克02
10562,猎豹c5evlba6450aabev纯电动豪华型(201808),飞腾c5 ev,猎豹c5evl
10575,一汽红旗红旗h5ca7188ate6tg11.8tat型动版(201804),一汽红旗h5,汽旗红旗h5
10586,林肯lincolnmkz2.0tat三厢尊雅版(201607),林肯mkz,林肯lincolnmkz
10606,广汽乘用车传祺ga3s视界gac7150cheva5a1.5l混合动力尊享版(201704),传祺ga3s新能源,传祺ga3s视界
10624,观致观致3都市suvqal7165baa1.6t双离合致酷型(201703),观致3 都市suv,观致3都市sv
10625,观致观致3都市suvqal7165baa1.6t双离合致悦型(201703),观致3 都市suv,观致3都市su
10630,猎豹c5evlba6450aabev纯电动标准型(201808),飞腾c5 ev,猎豹c5ev
10637,名爵mgzscsa7151udma1.5lmt风尚版(201803),名爵mg zs,爵
10648,进口宝马bmwm2f87lci3.0t双离合硬顶(201710),德国宝马m2,宝马
10678,广汽丰田雅力士gtm7151yme1.5lmt魅动版(201703),广汽丰田 yaris l 致享,广汽丰田雅力士
10717,英菲尼迪infinitim454.5lat标准版(2007),英菲尼迪m系列,英菲尼迪infiniti
10730,比亚迪宋maxdmbyd6470mthev11.5t双离合智联致享版6座(201903),宋max dm,宋max
10740,众泰众泰t300evjnj7000evb纯电动标准版(201805),众泰t300新能源,众泰t300ev
10741,进口沃尔沃volvoxc40t42.0t四驱子夜亚马逊蓝型(201808),瑞典沃尔沃xc40,沃尔沃volvo
10753,进口凯迪拉克cadillacats28t2.0tat精英型(201311),美国通用凯迪拉克ats,拉克cadillaca
10755,进口凯迪拉克cadillacsrx3.0lat领先型(201301),美国通用凯迪拉克srx,拉克cadillacs
10775,进口宝马bmwm5f90lci4.4tat三厢(201803),德国宝马m5,宝马
