MODEL_STANDARD_NAME,CATE_NAME,VERSION
长安铃木铃木天语sx42009款1.6l4门5座mt4490*1730*1555国iv(国v)前置前驱2009款三厢1.6l手动精英型,天语 sx4,精英
长安铃木铃木天语sx42010款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2010款两厢1.6l手动冠军限量版,天语 sx4,冠军限量
长安铃木铃木天语sx42010款1.6l4门5座at4490*1730*1545国iv(国v)前置前驱2010款三厢1.6l超值型,天语 sx4,超值
长安铃木铃木天语sx42010款1.6l4门5座mt4490*1730*1545国iv(国v)前置前驱2010款三厢1.6l手动超值型,天语 sx4,超值
长安铃木铃木天语sx42011款1.8l5门5座mt4135*1755*1605国iv(国v)前置前驱2011款改款1.8l手动运动型,天语 sx4,运动
长安铃木铃木天语sx42011款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2011款改款1.6l灵动型,天语 sx4,灵动
长安铃木铃木天语sx42011款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2011款改款1.6l手动灵动型,天语 sx4,灵动
长安铃木铃木天语sx42011款1.6l5门5座at4115*1730*1555国iv(国v)前置前驱2011款改款1.6l舒适型,天语 sx4,舒适
长安铃木铃木天语sx42011款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2011款改款1.6l运动型,天语 sx4,运动
长安铃木铃木天语sx42011款1.6l5门5座mt4115*1730*1555国iv(国v)前置前驱2011款两厢1.6l手动舒适型,天语 sx4,舒适
长安铃木铃木天语sx42011款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2011款两厢1.6l运动型,天语 sx4,运动
长安铃木铃木天语sx42011款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2011款两厢1.6l手动运动型,天语 sx4,运动
长安铃木铃木天语sx42011款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2011款两厢1.6l灵动型,天语 sx4,灵动
长安铃木铃木天语sx42012款1.8l5门5座at4135*1755*1605国iv(国v)前置前驱2012款锐骑1.8l运动型,天语 sx4,运动
长安铃木铃木天语sx42013款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2013款酷锐1.6l20周年3g智能版,天语 sx4,智能
长安铃木铃木天语sx42013款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2013款酷锐1.6l手动20周年3g智能版,天语 sx4,智能
长安铃木铃木天语sx42013款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2013款酷锐1.6l手动运动型,天语 sx4,运动
长安铃木铃木天语sx42013款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2013款1.6l酷锐型,天语 sx4,酷锐
长安铃木铃木天语sx42013款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2013款1.6l手动酷锐型,天语 sx4,酷锐
长安铃木铃木天语尚悦2011款1.8l4门5座at4470*1730*1555国iv前置前驱2011款1.8l豪华型,天语 尚悦,豪华
长安铃木铃木天语尚悦2011款1.8l4门5座mt4470*1730*1555国iv前置前驱2011款1.8l手动豪华型,天语 尚悦,豪华
长安铃木铃木天语尚悦2011款1.6l4门5座at4470*1730*1555国iv前置前驱2011款1.6l豪华型,天语 尚悦,豪华
长安铃木铃木天语尚悦2011款1.6l4门5座at4470*1730*1555国iv前置前驱2011款1.6l舒适型,天语 尚悦,舒适
长安铃木铃木天语尚悦2011款1.6l4门5座mt4470*1730*1555国iv前置前驱2011款1.6l手动舒适型,天语 尚悦,舒适
长安铃木铃木天语尚悦2012款1.6l4门5座at4470*1730*1555国iv前置前驱2012款1.6l舒适型,天语 尚悦,舒适
长安铃木铃木天语尚悦2012款1.6l4门5座mt4470*1730*1555国iv前置前驱2012款1.6l手动舒适型,天语 尚悦,舒适
长安铃木铃木天语尚悦2012款1.6l4门5座at4470*1730*1555国iv前置前驱2012款1.6l实用升级版,天语 尚悦,实用升级
长安铃木铃木天语尚悦2012款1.6l4门5座mt4470*1730*1555国iv前置前驱2012款1.6l手动实用升级版,天语 尚悦,实用升级
长安铃木铃木天语尚悦2012款1.6l4门5座mt4470*1730*1555国iv前置前驱2012款1.6l手动实用型,天语 尚悦,实用
卡尔森卡尔森卡尔森gl级2012款4.7l5门7座amt5163*1976*1840欧iv前置四驱2012款cgl45皇家版,卡尔森 gl级,皇家
卡尔森卡尔森卡尔森gl级2012款4.7l5门7座amt5163*1976*1840欧iv前置四驱2012款cgl45豪华版,卡尔森 gl级,豪华
卡尔森卡尔森卡尔森s级2012款5.5t4门5座amt5250*1871*1473欧iv前置后驱2012款cs60皇家版,卡尔森 s级,皇家
卡尔森卡尔森卡尔森s级2012款5.5t4门5座amt5250*1871*1473欧iv前置后驱2012款cs60豪华版,卡尔森 s级,豪华
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置四驱2017款1.5tcooperall4探险家,mini countryman,nan
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置四驱2017款1.5tcooperall4旅行家,mini countryman,nan
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置四驱2017款1.5tcooperall4,mini countryman,nan
miniminiminicoupe2012款1.6l3门2座amt3728*1683*1388欧iv前置前驱2012款1.6lcooper,mini coupe,nan
minijcwminiminijcwcountryman2013款1.6t5门5座amt4133*1789*1561欧v前置四驱2013款1.6tjohncooperworksall4,mini jcw countryman,nan
minijcwminiminijcwcountryman2014款1.6t5门5座amt4133*1789*1561欧v前置四驱2014款1.6tjohncooperworksall4,mini jcw countryman,nan
minijcwminiminijcwpaceman2013款1.6t3门4座amt4124*1786*1527欧iv前置四驱2013款1.6tjohncooperworksall4,mini jcw paceman,nan
minijcwminiminijcw2013款1.6t3门4座amt3758*1683*1448欧v前置前驱2013款1.6tjohncooperworks,mini jcw,nan
minijcwminiminijcw2016款2.0t3门4座amt3874*1727*1452欧v前置前驱2016款2.0tjohncooperworks先锋派,mini jcw,nan
minijcwminiminijcw2016款2.0t3门4座amt3874*1727*1452欧v前置前驱2016款2.0tjohncooperworks,mini jcw,nan
minijcwminiminijcw2017款2.0t3门4座amt3874*1727*1452国v前置前驱2017款2.0tjohncooperworks先锋派,mini jcw,nan
miniminiminipaceman2013款1.6t3门4座amt4109*1786*1528欧v前置四驱2013款1.6tcooperall4,mini paceman,nan
miniminiminipaceman2013款1.6l3门4座amt4109*1786*1528欧iv前置前驱2013款1.6lcooper,mini paceman,nan
miniminiminipaceman2014款1.6t3门4座amt4119*1786*1533欧v前置四驱2014款1.6tcooperall4,mini paceman,nan
miniminiminipaceman2014款1.6l3门4座amt4119*1786*1533欧iv前置前驱2014款1.6lcooper,mini paceman,nan
miniminiminiroadster2012款1.6l2门2座amt3728*1683*1394欧iv前置前驱2012款1.6lcooper,mini roadster,nan
雷克萨斯f雷克萨斯雷克萨斯rcf2015款5.0l2门4座amt4705*1845*1390欧v前置后驱2015款f5.0l巅峰版,雷克萨斯rc f,巅峰
雷克萨斯f雷克萨斯雷克萨斯rcf2015款5.0l2门4座amt4705*1845*1390欧v前置后驱2015款f5.0l驭峰版,雷克萨斯rc f,驭峰
雷克萨斯f雷克萨斯雷克萨斯rcf2015款5.0l2门4座amt4705*1845*1390欧v前置后驱2015款f5.0l碳纤维版,雷克萨斯rc f,碳纤维
雷克萨斯f雷克萨斯雷克萨斯rcf2016款5.0l2门4座amt4705*1845*1390欧v前置后驱2016款f5.0l巅峰版,雷克萨斯rc f,巅峰
东风裕隆纳智捷masterceo2013款2.2t5门4座amt4845*1876*1768国iv+obd前置前驱2013款2.2t专属旗舰版,master ceo,专属旗舰
东风裕隆纳智捷大7mpv2013款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2013款2.0t豪华型,大7 mpv,豪华
东风裕隆纳智捷大7mpv2013款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2013款2.0t商务型,大7 mpv,商务
东风裕隆纳智捷大7mpv2013款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2013款2.0t精英型,大7 mpv,精英
东风裕隆纳智捷大7mpv2015款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2015款2.0t旗舰型,大7 mpv,旗舰
摩根摩根3wheeler2014款2.0l0门2座mt3225*1720*1000-前置后驱2014款2.0l超级干燥版,3 wheeler,超级干燥
摩根摩根3wheeler2014款2.0l0门2座mt3225*1720*1000-前置后驱2014款2.0l标准版,3 wheeler,标准
摩根摩根3wheeler2014款2.0l0门2座mt3225*1720*1000-前置后驱2014款2.0l布鲁克兰限量版,3 wheeler,布鲁克兰限量
东风裕隆纳智捷大7mpv2015款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2015款2.0t商务型,大7 mpv,商务
东风裕隆纳智捷大7mpv2015款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2015款2.0t精英型,大7 mpv,精英
东风裕隆纳智捷大7mpv2016款2.2t5门7座amt4845*1876*1768国v前置前驱2016款2.2t旗舰型,大7 mpv,旗舰
东风裕隆纳智捷大7mpv2016款2.0t5门7座amt4845*1876*1768国v前置前驱2016款2.0t豪华型,大7 mpv,豪华
东风裕隆纳智捷大7mpv2016款2.0t5门7座amt4845*1876*1768国v前置前驱2016款2.0t舒享型,大7 mpv,舒享
东风裕隆纳智捷大7mpv2018款2.0t5门7座amt4845*1876*1768国v前置前驱2018款2.0t旗舰型,大7 mpv,旗舰
miniminiminicountryman2011款1.6l5门5座amt4097*1789*1571欧v前置前驱2011款1.6lcooperfun,mini countryman,nan
miniminiminicountryman2011款1.6l5门5座amt4097*1789*1571欧v前置前驱2011款1.6lone,mini countryman,nan
miniminiminicountryman2011款1.6t5门4座amt4110*1789*1576欧iv前置四驱2011款1.6tcoopersall4,mini countryman,nan
miniminiminicountryman2012款1.6t5门4座amt4110*1789*1576欧iv前置前驱2012款1.6tcoopers,mini countryman,nan
miniminiminicountryman2013款1.6t5门4座amt4110*1789*1576欧iv前置四驱2013款1.6tcoopersall4滑雪版,mini countryman,滑雪
miniminiminicountryman2014款1.6l5门5座amt4107*1789*1573欧v前置前驱2014款1.6lcooperexcitement,mini countryman,nan
miniminiminicountryman2014款1.6l5门5座amt4107*1789*1573欧v前置前驱2014款1.6lcooperfun,mini countryman,nan
miniminiminicountryman2014款1.6t5门5座amt4107*1789*1570欧v前置四驱2014款1.6tcooperall4excitement,mini countryman,nan
miniminiminicountryman2014款1.6t5门5座amt4107*1789*1570欧v前置四驱2014款1.6tcooperall4fun,mini countryman,nan
miniminiminicountryman2014款1.6l5门5座amt4107*1789*1573欧v前置前驱2014款1.6lone,mini countryman,nan
miniminiminicountryman2014款1.6t5门5座amt4119*1789*1575欧iv前置四驱2014款1.6tcoopersall4,mini countryman,nan
miniminiminicountryman2015款1.6t5门4座amt4110*1789*1576欧iv前置四驱2015款1.6tcoopersall4极致暗夜版,mini countryman,极致暗夜
miniminiminicountryman2016款1.6t5门5座amt4107*1789*1570欧v前置四驱2016款1.6tcooperall4parklane,mini countryman,nan
miniminiminicountryman2016款1.6t5门5座amt4107*1789*1570欧v前置四驱2016款1.6tcooperall4excitement装备控,mini countryman,装备控
miniminiminicountryman2016款1.6t5门5座amt4107*1789*1570欧v前置四驱2016款1.6tcooperall4fun装备控,mini countryman,装备控
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置四驱2017款1.5tcooperall4非常假日版辣椒红,mini countryman,非常假日
miniminiminicountryman2017款2.0t5门5座amt4310*1822*1616国v前置四驱2017款2.0tcoopersall4赛车控,mini countryman,赛车控
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置前驱2017款1.5tcooper探险家,mini countryman,探险家
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置前驱2017款1.5tcooper,mini countryman,nan
miniminiminicountryman2017款2.0t5门5座amt4310*1822*1616国v前置四驱2017款2.0tcoopersall4探险家,mini countryman,探险家
miniminiminicountryman2017款2.0t5门5座amt4310*1822*1616国v前置四驱2017款2.0tcoopersall4,mini countryman,nan
smartsmartsmartfortwo2015款1.0t3门2座amt2695*1559*1565欧iv后置后驱2015款1.0t炫闪特别版,smart fortwo,炫闪特别
smartsmartsmartfortwo2015款1.0l3门2座amt2695*1559*1565欧iv后置后驱2015款1.0mhd炫闪特别版,smart fortwo,炫闪特别
smartsmartsmartfortwo2015款1.0l3门2座amt2695*1559*1565欧iv后置后驱2015款1.0mhd新年特别版,smart fortwo,新年特别
smartsmartsmartfortwo2016款1.0l3门2座dct2695*1663*1555国v后置后驱2016款1.0l灰行侠特别版,smart fortwo,灰行侠特别
smartsmartsmartfortwo2016款1.0l3门2座dct2695*1663*1552国v后置后驱2016款1.0l52千瓦敞篷激情版,smart fortwo,千瓦敞篷激情
smartsmartsmartfortwo2016款0.9t3门2座dct2695*1663*1552国v后置后驱2016款0.9t66千瓦敞篷先锋版,smart fortwo,千瓦敞篷先锋
smartsmartsmartfortwo2016款0.9t3门2座dct2695*1663*1555国v后置后驱2016款0.9t66千瓦硬顶极致版,smart fortwo,千瓦硬顶极致
smartsmartsmartfortwo2016款0.9t3门2座dct2695*1663*1555国v后置后驱2016款0.9t66千瓦硬顶先锋版,smart fortwo,千瓦硬顶先锋
上汽大通上汽maxus上汽maxuseg102016款5门7座5168*1980*1928后置后驱2016款纯电动精英版,上汽maxus eg10,纯电动精英
上汽大通上汽maxus上汽maxuseg102016款5门7座5168*1980*1928后置后驱2016款纯电动旗舰版,上汽maxus eg10,纯电动旗舰
上汽大通上汽maxus上汽maxusg102014款2.4l4门7座mt5168*1980*1928国v前置后驱2014款2.4l手动时尚版,上汽maxus g10,时尚
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座amt5168*1980*1928国v前置后驱2014款2.0t豪华行政版,上汽maxus g10,豪华行政
上汽大通上汽maxus上汽maxusg102014款2.4l4门7座mt5168*1980*1928国v前置后驱2014款2.4l手动精英版,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102014款2.4l4门7座mt5168*1980*1928国v前置后驱2014款2.4l手动豪华版,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座mt5168*1980*1928国v前置后驱2014款2.0t手动豪华版,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座amt5168*1980*1928国v前置后驱2014款2.0t豪华版,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg102018款2.0t4门7座amt5168*1980*1928国v前置后驱2018款plus2.0t智享版,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusg102018款2.0t5门7座amt5168*1980*1928国v前置后驱2018款plus2.0t豪华行政版,上汽maxus g10,豪华行政
上汽大通上汽maxus上汽maxusg102018款2.0t5门7座amt5168*1980*1928国v前置后驱2018款plus2.0t行政版,上汽maxus g10,行政
上汽大通上汽maxus上汽maxusg102018款2.0t5门7座mt5168*1980*1928国v前置后驱2018款plus2.0t手动豪华版,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg102018款2.0t4门7座amt5168*1980*1928国v前置后驱2018款plus2.0t精英版,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102018款2.0t4门7座mt5168*1980*1928国v前置后驱2018款plus2.0t手动精英版,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102018款1.9t4门7座amt5168*1980*1928国v前置后驱2018款plus1.9t精英版柴油,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102018款1.9t4门7座mt5168*1980*1928国v前置后驱2018款plus1.9t手动精英版柴油,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102019款2.0t4门7座amt5168*1980*1928国v前置后驱2019款plus2.0t精英版国v,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102019款2.0t4门7座amt5168*1980*1928国v前置后驱2019款plus2.0t智享版国v,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusg102019款2.0t4门7座mt5168*1980*1928国v前置后驱2019款plus2.0t手动智享版国v,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusg502019款1.3t5门7座mt4825*1825*1778国v前置前驱2019款1.3t首发款手动精英版,上汽maxus g50,发款精英
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国v前置前驱2019款1.5t首发款豪华版7座,上汽maxus g50,发款豪华
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1809国iv前置后驱2017款2.8t柴油手动两驱高底盘舒适型大双排国iv,上汽maxus t60,驱高底盘舒适
上汽大通上汽maxus上汽maxust602017款2.8tmt5365*1900*1809国iv前置后驱2017款2.8t柴油手动两驱高底盘舒适型小双排国iv,上汽maxus t60,驱高底盘舒适
上汽大通上汽maxus上汽maxust602017款2.8tat5680*1900*1809国iv前置后驱2017款2.8t柴油两驱高底盘舒适型大双排国iv,上汽maxus t60,驱高底盘舒适
上汽大通上汽maxus上汽maxust602017款2.8tmt5365*1900*1722国iv前置后驱2017款2.8t柴油手动两驱低底盘精英型小双排国iv,上汽maxus t60,驱低底盘精英
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1722国iv前置后驱2017款2.8t柴油手动两驱低底盘舒享型大双排国iv,上汽maxus t60,驱低底盘舒享
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1722国iv前置后驱2017款2.8t柴油手动两驱低底盘舒适型大双排国iv,上汽maxus t60,驱低底盘舒适
上汽大通上汽maxus上汽maxust602017款2.8tmt5365*1900*1722国iv前置后驱2017款2.8t柴油手动两驱低底盘舒适型小双排国iv,上汽maxus t60,驱低底盘舒适
上汽大通上汽maxus上汽maxusv802011款2.5tmt5700*1991*2315国iv+obd前置前驱2011款2.5t长轴中顶尊杰版,上汽maxus v80,长轴 中顶尊杰
上汽大通上汽maxus上汽maxusv802011款2.5tmt5700*1991*2315国iv+obd前置前驱2011款2.5t长轴中顶商杰版,上汽maxus v80,长轴 中顶商杰
上汽大通上汽maxus上汽maxusv802011款2.5tmt5700*1991*2315国iv+obd前置前驱2011款2.5t长轴中顶运杰版,上汽maxus v80,长轴 中顶运杰
上汽大通上汽maxus上汽maxusv802011款2.5tmt4950*1991*2315国iv+obd前置前驱2011款2.5t短轴中顶尊杰版,上汽maxus v80,中顶尊杰
上汽大通上汽maxus上汽maxusv802011款2.5tmt4950*1991*2315欧iv前置前驱2011款2.5t短轴中顶运杰版,上汽maxus v80,中顶运杰
上汽大通上汽maxus上汽maxusv802012款2.5tmt5700*1998*2345国iv+obd前置前驱2012款2.5t中顶超值物流版b,上汽maxus v80,中顶超值物流
如虎如虎如虎ctr32013款3.8t2门2座序列4445*1944*1200欧iv中置后驱2013款3.8t标准型,如虎 ctr 3,标准
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座amt5168*1980*1928国v前置后驱2014款2.0t行政版,上汽maxus g10,行政
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2132国iv+obd前置前驱2012款2.5t低顶超值物流版f,上汽maxus v80,低顶超值物流
上汽大通上汽maxus上汽maxusv80e2012款2.5tmt4950*1998*2132国iv+obd前置前驱2012款2.5t低顶超值物流版e,上汽maxus v80,低顶超值物流
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2345国iv+obd前置前驱2012款2.5t中顶超值物流版d,上汽maxus v80,中顶超值物流
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2132国iv+obd前置前驱2012款2.5t低顶超值物流版d,上汽maxus v80,低顶超值物流
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2132国iv+obd前置前驱2012款2.5t低顶超值物流版c,上汽maxus v80,低顶超值物流
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2345欧iv前置前驱2012款2.5t中顶超值物流版a,上汽maxus v80,中顶超值物流
上汽大通上汽maxus上汽maxusv802013款2.5tmt5725*1998*2710国iv+obd前置前驱2013款2.5t适尊房车c型-商务版,上汽maxus v80,商务
上汽大通上汽maxus上汽maxusv802013款2.5tmt5725*1998*2710国iv+obd前置前驱2013款2.5t适尊房车b型-社交版,上汽maxus v80,社交
上汽大通上汽maxus上汽maxusv802014款2.5tmt5700*1998*2552国iv前置前驱2014款2.5t商旅长轴高顶长轴高顶14-15座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802014款2.5tmt5700*1998*2345国iv前置前驱2014款2.5t商旅长轴中顶长轴中顶14-16座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802014款2.5tmt5995*1998*2852国iv+obd前置前驱2014款2.5t旅居版,上汽maxus v80,旅居
上汽大通上汽maxus上汽maxusv802014款2.5tmt5700*1998*2345国iv+obd前置前驱2014款2.5t商杰版长轴中顶,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxusv802014款2.5tmt4950*1998*2345国iv+obd前置前驱2014款2.5t商杰版短轴中顶,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxust602017款2.8tat5680*1900*1809国iv前置四驱2017款2.8t柴油四驱高底盘精英型大双排国iv,上汽maxus t60,驱高底盘精英
上汽大通上汽maxus上汽maxust602017款2.8tat5365*1900*1809国iv前置四驱2017款2.8t柴油四驱高底盘精英型小双排国iv,上汽maxus t60,驱高底盘精英
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1809国iv前置四驱2017款2.8t柴油手动四驱高底盘精英型大双排国iv,上汽maxus t60,驱高底盘精英
